鄉鎮市區,交易標的,土地位置建物門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元,備註,編號,建案名稱,棟及號,解約情形
花蓮市,房地(土地+建物)+車位,花蓮縣花蓮市國聯五路與國民九街交叉路口,13.05,商,,,1130717,土地1建物1車位1,十一層,11,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,138.83,3,2,2,有,無,11990000,90176,坡道平面,24.72,1700000,,RPQNMLLLPHJGFAU76CB,超綻,B棟7-11F號,
花蓮市,房地(土地+建物)+車位,花蓮縣花蓮市國聯五路與國民九街交叉路口,13.94,商,,,1130624,土地1建物1車位1,六層,11,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,146.57,3,2,2,有,無,12580000,88469,坡道平面,24.72,1800000,,RPRNMLLLPHJGFAU86CB,超綻,D棟6-06F號,
新城鄉,房地(土地+建物),花蓮縣新城鄉嘉里二路,63.95,農,,,1130717,土地5建物1車位0,四層,5,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,71.92,2,1,1,有,無,6700000,93159,,0.0,0,,RPPNMLMLPHJGFAU76CB,沐之森,A棟07號,
新城鄉,房地(土地+建物),花蓮縣新城鄉嘉里二路,55.8,農,,,1130712,土地5建物1車位0,一層,5,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,49.81,0,1,1,有,無,5100000,102389,,0.0,0,,RPQNMLMLPHJGFAU86CB,沐之森,A棟05號,
花蓮市,房地(土地+建物)+車位,花蓮縣花蓮市豐村,29.56,住,,,1130717,土地1建物1車位1,四層,5,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,93.16,2,2,2,有,無,9290000,92430,一樓平面,8.88,1500000,車位總面積為13.749平方公尺其中8.88平方公尺位於共有部分另車位面積4.869平方公尺位於法定空地上,RPPNMLNLPHJGFAU86CB,沐谷上流,4樓C號,
新城鄉,房地(土地+建物),花蓮縣新城鄉嘉里二街,84.75,住,,,1130625,土地1建物1車位0,全,4,透天厝,見其他登記事項,鋼筋混凝土造,,188.64,3,2,4,有,無,10800000,57252,,0.0,0,,RPQNMLNLPHJGFAU07DB,以樂家園11,B棟2號,
吉安鄉,房地(土地+建物),花蓮縣吉安鄉稻興一街,145.0,住,,,1130705,土地1建物1車位0,全,4,透天厝,住家用,鋼筋混凝土造,,210.06,3,2,4,有,無,15500000,73788,,0.0,0,,RPRNMLNLPHJGFAU17DB,以樂家園9,C棟2號,
吉安鄉,房地(土地+建物)+車位,花蓮縣吉安鄉東里9街87號四樓之1,41.0,住,,,1130717,土地1建物1車位1,四層,8,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,120.24,3,2,2,有,無,9200000,78074,坡道平面,12.65,800000,,RPSNMLQLPHJGFAU47CB,荔鑫莊園2期,4FA1棟A1號,
花蓮市,房地(土地+建物)+車位,花蓮縣花蓮市豐村,38.89,住,,,1130716,土地1建物1車位1,四層,5,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,118.96,3,2,2,有,無,11670000,92953,一樓平面,9.55,1500000,車位總面積為13.75平方公尺其中9.55平方公尺位於共有部分另外車位面積4.2平方公尺位於法定空地上,RPOOMLQLPHJGFAU17CB,沐谷上流,1棟4E號,
吉安鄉,房地(土地+建物),花蓮縣吉安鄉稻興一街,132.0,住,,,1130721,土地1建物1車位0,全,3,透天厝,住家用,鋼筋混凝土造,,191.95,4,2,5,有,無,15860000,82626,,0.0,0,,RPPNMLQLPHJGFAU27DB,以樂家園9,C棟1號,
花蓮市,房地(土地+建物),花蓮縣花蓮市介林六街,106.0,住,,,1130701,土地1建物1車位0,全,4,透天厝,住家用,鋼筋混凝土造,,221.97,5,2,6,有,無,21000000,94607,,0.0,0,交易總價含下列非屬預售屋價格之費用:傢俱設備費；,RPPNMLSLPHJGFAU37CB,碧雲莊儷園,A棟7號,
花蓮市,房地(土地+建物),花蓮縣花蓮市富裕二街,16.31,住,,,1130705,土地1建物1車位0,二層,5,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,50.33,1,1,1,有,無,4570000,90801,,0.0,0,,RPRNMLKMPHJGFAU86CB,後站富都心,1棟2G號,
花蓮市,房地(土地+建物),花蓮縣花蓮市富裕二街,16.33,住,,,1130705,土地1建物1車位0,三層,5,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,50.4,1,1,1,有,無,4660000,92460,,0.0,0,,RPVNMLKMPHJGFAU27CB,後站富都心,1棟3G號,
吉安鄉,房地(土地+建物),花蓮縣吉安鄉福興四街,110.0,住,,,1130720,土地1建物1車位0,全,3,透天厝,住家用,鋼筋混凝土造,,206.33,4,2,5,有,無,14680000,71148,,0.0,0,,RPWNMLKMPHJGFAU37CB,以樂家園12,1棟A1號,
吉安鄉,房地(土地+建物)+車位,花蓮縣吉安鄉東里二街與東里三街,31.98,住,,,1130716,土地2建物1車位1,六層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,113.46,2,2,2,有,無,8780000,75611,一樓平面,13.21,1200000,,RPPNMLLMPHJGFAU76CB,卓越,1棟6G號,
新城鄉,房地(土地+建物),花蓮縣新城鄉新興一路,35.36,住,,,1130729,土地1建物1車位0,三層,5,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,71.35,1,1,2,有,無,4600000,64471,,0.0,0,,RPQNMLLMPHJGFAU96DB,太魯閣讚2.0,D棟3D3號,
吉安鄉,房地(土地+建物),花蓮縣吉安鄉東海十街,32.82,住,,,1130730,土地1建物1車位0,四層,6,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,89.79,2,2,2,有,無,7180000,79964,,0.0,0,,RPRNMLLJQHJGFAU76CB,喬家天城,1棟4B號,
吉安鄉,房地(土地+建物),花蓮縣吉安鄉中正路二段300巷,23.7,,特定農業區,甲種建築用地,1130721,土地1建物1車位0,四層,7,華廈(10層含以下有電梯),住家用,鋼骨混凝土造,,75.82,2,2,2,有,無,6291000,82973,,0.0,0,,RPUNMLLJQHJGFAU07CB,沐晨,1棟4-A號,
花蓮市,房地(土地+建物)+車位,花蓮縣花蓮市國富十街39號旁,19.73,住,,,1130726,土地2建物1車位1,七層,8,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,116.9,2,2,1,有,無,9680000,102391,坡道平面,39.94,1800000,,RPVNMLLJQHJGFAU17CB,天麗,C棟7F號,
吉安鄉,房地(土地+建物),花蓮縣吉安鄉福興四街,67.0,住,,,1130718,土地1建物1車位0,全,4,透天厝,住家用,鋼筋混凝土造,,147.76,3,2,4,有,無,12200000,82566,,0.0,0,,RPWNMLLJQHJGFAU27CB,以樂家園12,1棟A3號,
吉安鄉,房地(土地+建物),花蓮縣吉安鄉福興四街,67.0,住,,,1130718,土地1建物1車位0,全,4,透天厝,住家用,鋼筋混凝土造,,147.76,3,2,4,有,無,12200000,82566,,0.0,0,,RPXNMLLJQHJGFAU37CB,以樂家園12,1棟A2號,
瑞穗鄉,房地(土地+建物),花蓮縣瑞穗鄉新生路,94.3,住,,,1130718,土地1建物1車位0,全,3,透天厝,住家用,鋼筋混凝土造,,172.98,5,2,5,有,無,10000000,57810,,0.0,0,,RPPNMLLJQHJGFCU76CB,晶匯首邸,A棟14號,
吉安鄉,房地(土地+建物)+車位,花蓮縣吉安鄉中原路一段,34.0,住,,,1130727,土地2建物1車位1,十層,10,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,153.49,3,2,2,有,無,12290000,84588,坡道平面,25.34,1450000,,RPPNMLQJQHJGFAU07CB,馥鈺,D棟10樓號,
玉里鎮,房地(土地+建物),花蓮縣玉里鎮城南四街,109.47,住,,,1130805,土地1建物1車位0,全,3,透天厝,住家用,鋼筋混凝土造,,203.93,4,2,5,有,無,13200000,64728,,0.0,0,,RPPNMLRJQHJGFCU37CB,玉璞段,A棟4號,1140723全部解約
玉里鎮,房地(土地+建物),花蓮縣玉里鎮城南四街,150.55,住,,,1130805,土地1建物1車位0,全,3,透天厝,住家用,鋼筋混凝土造,,219.94,5,2,5,有,無,15500000,70474,,0.0,0,,RPQNMLRJQHJGFCU47CB,玉璞段,A棟5號,
吉安鄉,房地(土地+建物)+車位,花蓮縣吉安鄉吉昌一街205號隔壁,21.67,住,,,1130804,土地1建物1車位1,三層,5,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,80.42,2,2,2,有,無,6660000,85011,一樓平面,13.84,1000000,,RPPNMLSJQHJGFAU37DB,磬揚合靜,A6棟3樓號,
吉安鄉,房地(土地+建物)+車位,花蓮縣吉安鄉吉昌一街205號隔壁,20.61,住,,,1130731,土地1建物1車位1,二層,5,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,77.26,2,2,2,有,無,6280000,83254,一樓平面,13.84,1000000,,RPQNMLSJQHJGFAU47DB,磬揚合靜,A5棟2樓號,
花蓮市,房地(土地+建物)+車位,花蓮縣花蓮市國盛二街201號,13.59,商,,,1130730,土地2建物1車位1,六層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,130.49,3,2,2,有,無,11100000,94902,坡道平面,31.44,1700000,,RPPNMLOKQHJGFAU07DB,晁邦灃禾,1棟B6號,
花蓮市,房地(土地+建物)+車位,花蓮縣花蓮市國聯五路與國民九街交叉路口,16.02,商,,,1130721,土地1建物1車位1,九層,11,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,162.57,4,2,2,有,無,14680000,92709,坡道平面,24.72,1900000,,RPPNMLSKQHJGFAU37CB,超綻,A棟1-09F號,
花蓮市,房地(土地+建物),花蓮縣花蓮市國聯五路與國民九街交叉路口,8.9,商,,,1130805,土地1建物1車位0,十一層,11,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,77.37,2,2,1,有,無,7880000,101848,,0.0,0,,RPQNMLSKQHJGFAU47CB,超綻,A棟5-11F號,
花蓮市,房地(土地+建物)+車位,花蓮縣花蓮市國聯五路與國民九街交叉路口,15.72,商,,,1130806,土地1建物1車位2,二層,11,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,186.69,4,2,2,有,無,15580000,85829,坡道平面,49.44,3800000,,RPRNMLSKQHJGFAU57CB,超綻,C棟1-02F號,
花蓮市,房地(土地+建物)+車位,花蓮縣花蓮市國聯五路與國民九街交叉路口,15.72,商,,,1130804,土地1建物1車位1,三層,11,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,161.97,4,2,2,有,無,13740000,87723,坡道平面,24.72,1700000,,RPSNMLSKQHJGFAU67CB,超綻,C棟1-03F號,
花蓮市,房地(土地+建物)+車位,花蓮縣花蓮市國聯五路與國民九街交叉路口,10.68,商,,,1130727,土地1建物1車位1,三層,11,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,118.79,2,2,2,有,無,10400000,91421,坡道平面,24.72,1800000,,RPTNMLSKQHJGFAU77CB,超綻,D棟1-03F號,
吉安鄉,房地(土地+建物)+車位,花蓮縣吉安鄉東里二街與東里三街,41.27,住,,,1130806,土地2建物1車位1,六層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,142.6,3,2,2,有,無,10980000,75585,一樓平面,13.21,1200000,,RPPNMLTKQHJGFAU47CB,卓越,1棟6C號,
新城鄉,房地(土地+建物),花蓮縣新城鄉復興路,86.59,住,,,1130809,土地1建物1車位0,全,3,透天厝,見其他登記事項,鋼筋混凝土造,,195.7,3,2,4,有,無,16700000,85335,,0.0,0,,RPQNMLTKQHJGFAU57CB,千悅藏馥二期A區,A棟03號,
花蓮市,房地(土地+建物)+車位,花蓮縣花蓮市豐村,29.56,住,,,1130804,土地1建物1車位1,三層,5,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,94.56,2,2,1,有,無,8900000,89098,一樓平面,13.75,1700000,,RPPNMLKMQHJGFAU76CB,沐谷上流,1棟3A號,
花蓮市,房地(土地+建物)+車位,花蓮縣花蓮市富裕十街,28.54,住,,,1130807,土地1建物1車位1,四層,8,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,129.1,2,2,1,有,無,9790000,86210,坡道平面,32.94,1500000,,RPVNMLNJRHJGFAU47CB,典藏拉菲爾,1棟4B號,
